query,lat,lon
Admiralty MRT STATION,1.440588561618472,103.800990519771
Aljunied MRT STATION,1.316432611815716,103.8829060443844
Ang Mo Kio MRT STATION,1.36993284962264,103.8495580917754
Bartley MRT STATION,1.342445438292511,103.8801970871163
Bayfront MRT STATION,1.281873788792091,103.8590797648737
Bayshore MRT STATION,1.313122482912643,103.9423097767668
Beauty World MRT STATION,1.340901490014312,103.7757467177778
Bedok MRT STATION,1.323979968681596,103.9299844950654
Bedok North MRT STATION,1.334742116640915,103.9179783299497
Bedok Reservoir MRT STATION,1.336607829551007,103.9322346232856
Bencoolen MRT STATION,1.298918433694228,103.8503537627163
Bendemeer MRT STATION,1.313672528476904,103.8629776209451
Bishan MRT STATION,1.35101889777846,103.8500572086081
Boon Keng MRT STATION,1.319939576532913,103.8620526984453
Boon Lay MRT STATION,1.33860405469845,103.7060646227716
Botanic Gardens MRT STATION,1.32238699517166,103.8153854630931
Braddell MRT STATION,1.34010520696436,103.8467559210476
Bras Basah MRT STATION,1.296861686496568,103.8506673716367
Bright Hill MRT STATION,1.363283185451856,103.8328936199913
Buangkok MRT STATION,1.383694171999941,103.8930499813181
Bugis MRT STATION,1.300264689841027,103.8556147606572
Bukit Batok MRT STATION,1.349033312016372,103.7495664783088
Bukit Gombak MRT STATION,1.358611590941928,103.7517909107326
Bukit Panjang MRT STATION,1.379561212366134,103.7611888662513
Buona Vista MRT STATION,1.306275348232579,103.7903632001254
Caldecott MRT STATION,1.337347223202126,103.8395440775605
Canberra MRT STATION,1.443076640756983,103.8297025909592
Cashew MRT STATION,1.369846013657411,103.764315051619
Changi Airport MRT STATION,1.357478974476929,103.9878835695896
Chinatown MRT STATION,1.283964051875304,103.8431419453903
Chinese Garden MRT STATION,1.342352820814013,103.7325967383628
Choa Chu Kang MRT STATION,1.385368469921474,103.7440849094921
City Hall MRT STATION,1.292989907009234,103.8525426303387
Clarke Quay MRT STATION,1.287452114158039,103.8461191927268
Clementi MRT STATION,1.315116252773782,103.7651914528873
Commonwealth MRT STATION,1.302501999243251,103.7982285233357
Dakota MRT STATION,1.308431443314637,103.8892682084216
Dhoby Ghaut MRT STATION,1.298911643626761,103.8462925069598
Dover MRT STATION,1.311405293209642,103.7786378419088
Downtown MRT STATION,1.279446381789169,103.8528408295805
Esplanade MRT STATION,1.291339907074546,103.8546094750283
Eunos MRT STATION,1.319783549160883,103.9032258072548
Expo MRT STATION,1.334549778248175,103.9615482110178
Farrer Park MRT STATION,1.313140299631643,103.8547547213434
Farrer Road MRT STATION,1.317439151589664,103.8073792141607
Fort Canning MRT STATION,1.292481948229968,103.8443313624644
Gardens by the Bay MRT STATION,1.27848725876303,103.8674546644205
Geylang Bahru MRT STATION,1.321301102283224,103.8716226271413
Great World MRT STATION,1.293948161693831,103.8337208377308
Gul Circle MRT STATION,1.319470900752091,103.6605304613452
HarbourFront MRT STATION,1.265311398584666,103.8205573166953
Havelock MRT STATION,1.288505239753116,103.8335858382257
Haw Par Villa MRT STATION,1.281956886848984,103.7819889901364
Holland Village MRT STATION,1.312240296315966,103.796399122407
Hougang MRT STATION,1.370334724291605,103.8922617579371
Hume MRT STATION,1.354595323950304,103.7691188518866
Jalan Besar MRT STATION,1.3051713878069,103.855295713435
Joo Koon MRT STATION,1.327717040844709,103.6783749961644
Jurong East MRT STATION,1.333027515439408,103.7423704876066
Kaki Bukit MRT STATION,1.334967359954289,103.9084593380455
Kallang MRT STATION,1.311488909988205,103.8713865417532
Katong Park MRT STATION,1.297831477789522,103.8861789499243
Kembangan MRT STATION,1.321038133593401,103.9129479308509
Kent Ridge MRT STATION,1.293533498871235,103.7845727381728
Khatib MRT STATION,1.417383370095667,103.8329799082429
King Albert Park MRT STATION,1.335893496278011,103.7832358632324
Kovan MRT STATION,1.359901919529756,103.8844947251966
Kranji MRT STATION,1.425086980736478,103.762137459497
Labrador Park MRT STATION,1.272368386269524,103.8034162320884
Lentor MRT STATION,1.385506579721705,103.8357438096688
Little India MRT STATION,1.307243816084376,103.8498416141234
Lorong Chuan MRT STATION,1.351531286215865,103.8648121695135
MacPherson MRT STATION,1.326839632324859,103.8900078604636
Marina Bay MRT STATION,1.276311143815851,103.8546049753605
Marina South Pier MRT STATION,1.271027036120066,103.8624475157361
Marsiling MRT STATION,1.432521148550268,103.7740746414026
Marymount MRT STATION,1.34870726345101,103.8394231323315
Mattar MRT STATION,1.326876715013358,103.8832475095416
Maxwell MRT STATION,1.280533298428769,103.8438836706331
Mayflower MRT STATION,1.371463188310142,103.8365677669445
Mountbatten MRT STATION,1.306154061289133,103.8830451486952
Napier MRT STATION,1.306782233647866,103.8189567968147
Newton MRT STATION,1.312570317306047,103.8380315552143
Nicoll Highway MRT STATION,1.299766846751384,103.8636369657193
Novena MRT STATION,1.320440791201562,103.8438256187479
Orchard MRT STATION,1.302422248367229,103.8238685232488
Orchard Boulevard MRT STATION,1.302422248367229,103.8238685232488
Outram Park MRT STATION,1.280241532808404,103.8400521001357
Pasir Panjang MRT STATION,1.27621352233767,103.7913503132878
Pasir Ris MRT STATION,1.367129282876153,103.9605573184165
Paya Lebar MRT STATION,1.317247385403492,103.8922607538836
Pioneer MRT STATION,1.337587011067095,103.6973216084733
Potong Pasir MRT STATION,1.331378085287931,103.8693635477404
Promenade MRT STATION,1.293997986362327,103.8603500001881
Punggol MRT STATION,1.414927333886055,103.9101663881767
Punggol Coast MRT STATION,1.414927333886055,103.9101663881767
Queenstown MRT STATION,1.294550851849307,103.8060771559821
Raffles Place MRT STATION,1.283933262345381,103.8514630662122
Redhill MRT STATION,1.289634534128879,103.8167409720498
Rochor MRT STATION,1.30385218527656,103.8527694288838
Sembawang MRT STATION,1.449050821585015,103.8200461402103
Serangoon MRT STATION,1.351048289635107,103.8710704171983
Shenton Way MRT STATION,1.277716828342504,103.8503675960666
Sixth Avenue MRT STATION,1.330857645362268,103.7969068382873
Somerset MRT STATION,1.300252877105424,103.8391583368474
Springleaf MRT STATION,1.397581061268243,103.8178569499463
Stadium MRT STATION,1.302812468470708,103.8753377110883
Stevens MRT STATION,1.320065557506253,103.8260244019237
Tai Seng MRT STATION,1.335141501392029,103.8883893001908
Tampines MRT STATION,1.356191482715451,103.9546344624998
Tampines East MRT STATION,1.356191482715451,103.9546344624998
Tampines West MRT STATION,1.345515305601201,103.9384369712212
Tan Kah Kee MRT STATION,1.326392241463519,103.8065482016918
Tanah Merah MRT STATION,1.327187290746738,103.9463486007975
Tanjong Katong MRT STATION,1.299319257698992,103.8973687420782
Tanjong Pagar MRT STATION,1.276561317372466,103.8457251867589
Tanjong Rhu MRT STATION,1.297265079406466,103.8734532546209
Telok Blangah MRT STATION,1.270706477177624,103.8097616112185
Tiong Bahru MRT STATION,1.286194578905436,103.8269989397321
Toa Payoh MRT STATION,1.332629280968894,103.8475021980474
Tuas Crescent MRT STATION,1.321026955986843,103.6490782356262
Tuas Link MRT STATION,1.340882424511064,103.6369914251273
Tuas West Road MRT STATION,1.329985046531018,103.6396166487711
Ubi MRT STATION,1.329974259739727,103.8992266554387
Upper Changi MRT STATION,1.341739774449938,103.9614727886333
Upper Thomson MRT STATION,1.354416433654027,103.832898468504
Woodlands MRT STATION,1.436819629615197,103.7860667992523
Woodlands North MRT STATION,1.44829245259622,103.785692682441
Woodlands South MRT STATION,1.427396052814427,103.7932643222093
Woodleigh MRT STATION,1.339828245921835,103.8709608879794
Yew Tee MRT STATION,1.397535069362989,103.7474051502354
Yio Chu Kang MRT STATION,1.381755870991314,103.8449472711801
Yishun MRT STATION,1.42944308477332,103.8350050472459
one-north MRT STATION,1.299759874935558,103.7874575052496
Bakau LRT STATION,1.387994310547688,103.9054153001703
Bangkit LRT STATION,1.380022230100881,103.7726473704518
Cheng Lim LRT STATION,1.39627763344324,103.8937971817304
Compassvale LRT STATION,1.394493044503743,103.9004924509439
Coral Edge LRT STATION,1.393909228633142,103.9125808455146
Cove LRT STATION,1.399281988373422,103.9059619412137
Damai LRT STATION,1.405234836369568,103.9086035425655
Fajar LRT STATION,1.38457317668027,103.7708872230177
Farmway LRT STATION,1.397170195918215,103.8893048241955
Fernvale LRT STATION,1.391885892347656,103.87630862552
Jelapang LRT STATION,1.386739269979613,103.7645340864596
Kadaloor LRT STATION,1.399509106362594,103.9165749742334
Kangkar LRT STATION,1.383959116889146,103.9022253704398
Keat Hong LRT STATION,1.378603250637315,103.7490556689249
Kupang LRT STATION,1.398212830313787,103.8812562222543
Layar LRT STATION,1.392079836599983,103.8800296005455
Meridian LRT STATION,1.396912049877407,103.9089502244891
Nibong LRT STATION,1.411854477442394,103.9003394520542
Oasis LRT STATION,1.402286679711236,103.9127273524113
Pending LRT STATION,1.376135743349891,103.7712611755711
Petir LRT STATION,1.377772042590833,103.7666457824963
Phoenix LRT STATION,1.378615451040848,103.7579955583452
Punggol Point LRT STATION,1.416848520312058,103.9066507893127
Ranggung LRT STATION,1.384233559182769,103.8971946678037
Renjong LRT STATION,1.386700589919044,103.8906213160796
Riviera LRT STATION,1.394519785402498,103.9161693811566
Rumbia LRT STATION,1.391468495341322,103.9059735934099
Sam Kee LRT STATION,1.409612685288038,103.9048315506079
Samudera LRT STATION,1.415901721603825,103.9021563171623
Segar LRT STATION,1.387785086633622,103.7695996852484
Senja LRT STATION,1.38272547134454,103.7623442547194
Soo Teck LRT STATION,1.405323318604549,103.8972905220323
South View LRT STATION,1.380298287423997,103.7452917998233
Sumang LRT STATION,1.408452419430784,103.898558450395
Teck Lee LRT STATION,1.412770893746303,103.9065776227674
Teck Whye LRT STATION,1.376684679208098,103.7537122323367
Thanggam LRT STATION,1.397318155819383,103.875635154729
Tongkang LRT STATION,1.389347946589417,103.8858441501157
